experiment,PID,group,data,F1_micro,bias,std.error,conf.low,conf.high
viewed touch,R_2ypUDtUxDdt1eGg,Control,,0.5,-0.030206060606060625,0.2260286699873102,0,0.8
viewed touch,R_2CwUdUbXSvdMV9F,Control,,0.5454545454545454,-0.014261111111111058,0.20721526095751025,0.16666666666666666,0.9090909090909091
viewed touch,R_12PZ3fRvApBemXj,Control,,0.5454545454545454,-7.393939393939286e-4,0.2010551188509197,0.16705159198190184,0.9090909090909091
viewed touch,R_3HuEN0MZTrCa7Rj,Control,,0.6666666666666666,6.666666666667043e-4,0.18983042734688835,0.3333333333333333,1
viewed touch,R_2THHedY0eKGKTcM,Control,,0.6666666666666666,0.013500000000000068,0.1934903663110609,0.3333333333333333,1
viewed touch,R_3KUcoc1L4zGUBHN,Control,,0.5454545454545454,-0.0024515151515150935,0.2015584306288731,0.16666666666666666,0.9090909090909091
viewed touch,R_vSH3NwzmJivuid3,ASD,,0.7272727272727272,-0.014564285714285696,0.17470237468789002,0.3636363636363636,1
viewed touch,R_1E1hgLCsWPNdlG8,Control,,0.6,-0.020125180375180407,0.20883536676142908,0.2,0.9090909090909091
viewed touch,R_3hsciovcqHyz7Vc,Control,,0.8333333333333334,0.0040000000000000036,0.155482608378477,0.5,1
viewed touch,R_2CEcEfV1HUsheRJ,ASD,,0.6666666666666666,-0.01533333333333331,0.19769104282966832,0.3333333333333333,1
viewed touch,R_OOvavv4lZZZ87DP,Control,,0.5454545454545454,0.006317676767676805,0.20810476289248622,0.1818181818181818,0.9090909090909091
viewed touch,R_3EMSvXAT1ZriJYe,Control,,0.6666666666666666,-0.011499999999999955,0.19802150911865404,0.3333333333333333,1
viewed touch,R_2CB85AMCpgsbVWY,Control,,0.6666666666666666,3.3333333333340764e-4,0.18983130620027508,0.3333333333333333,1
viewed touch,R_Z2hwxB0KG3pZycV,Control,,0.5,-0.005166666666666653,0.20286287928607513,0.16666666666666666,0.8333333333333334
viewed touch,R_DSOkAzM0gHFMbrb,Control,,1,0,0,NA,NA
viewed touch,R_12bWn129WCtDnR4,ASD,,0.4,-0.016053391053391097,0.21103596961970664,0,0.8
viewed touch,R_Re5zGBlOqvLdX5D,Control,,0.6,-0.006594588744588736,0.20514878783320128,0.2,0.9090909090909091
viewed touch,R_2tfHWX6jKUCGfhU,Control,,0.3333333333333333,0.008000000000000007,0.19572337871165937,0,0.6666666666666666
viewed touch,R_3g6PVaYmtBq0oZ3,Control,,0.5454545454545454,-0.004502164502164452,0.2038138738350274,0.16666666666666666,0.9090909090909091
viewed touch,R_3n6nxQ3KruWH8PX,Control,,0.7272727272727272,-0.003742929292929187,0.17947144062208967,0.3636363636363636,1
viewed touch,R_YS37ZXqdSx3kKOJ,Control,,0.3636363636363636,-0.001454040404040402,0.19698512902069215,0,0.7272727272727272
viewed touch,R_2CrFpwUVkj0e8I1,ASD,,0.2222222222222222,0.003717460317460314,0.1918708644416664,0,0.6666666666666666
viewed touch,R_2who6Qy9Oo0roix,Control,,0.6,-0.016382539682539665,0.20174422469020828,0.2,0.9090909090909091
viewed touch,R_3JKrFdhzOXUQwvF,Control,,0.5454545454545454,-0.008233982683982677,0.21177802525875275,0.16666666666666666,0.9090909090909091
viewed touch,R_6lEgY56GHrkimVX,Control,,0.3333333333333333,0.004500000000000004,0.1926140792279998,0,0.6666666666666666
viewed touch,R_xbUqjuuyLVtTlL3,ASD,,0.5454545454545454,-0.00807929292929288,0.20864530374728033,0.16666666666666666,0.9090909090909091
viewed touch,R_sk7UrTZW67cdelH,Control,,0.5454545454545454,0.00919242424242428,0.203289397798558,0.1818181818181818,0.9090909090909091
viewed touch,R_2EjdAOg24mBRiuC,Control,,0.3636363636363636,-0.005905699855699831,0.19861785723775421,0,0.7272727272727272
viewed touch,R_3P628lU1KWxNmHJ,Control,,0.5454545454545454,-0.011332828282828222,0.2046242831821571,0.16666666666666666,0.9090909090909091
viewed touch,R_u37vldfoBo3FYul,Control,,0.6,-0.020024025974025972,0.21052760978585455,0.2,0.9090909090909091
viewed touch,R_2czNL44C8dKDp6d,Control,,0.5,-0.008166666666666655,0.20535315902103848,0.16666666666666666,0.8333333333333334
viewed touch,R_1GPpy6cRxlr9e9U,Control,,0.5,0.00216666666666665,0.2060447200218222,0.16666666666666666,0.8333333333333334
viewed touch,R_3fW3964xF4PKPEL,Control,,0.3636363636363636,-0.006409090909090864,0.20377460869950004,0,0.7272727272727272
viewed touch,R_1JKKjVXfNpD1GT3,Control,,0.7272727272727272,-0.0042409090909090175,0.18458757840727708,0.3333333333333333,1
viewed touch,R_3luap9V1BDdFgrm,Control,,0.6666666666666666,0.0071666666666666545,0.1872619535877048,0.3333333333333333,1
viewed touch,R_3m8ZjAPYN6HRn40,Control,,0.5454545454545454,2.843434343434703e-4,0.207719592583364,0.1818181818181818,0.9090909090909091
viewed touch,R_31nhmzQcwGn8LLx,Control,,0.6,-0.014914646464646464,0.19923994478006554,0.2,0.9090909090909091
viewed touch,R_xbFC6lIVwANHazn,ASD,,0.3636363636363636,-0.0029647907647907257,0.21096806032403564,0,0.8
viewed touch,R_2Xbtllds1teaoV2,Control,,0.8333333333333334,-0.009333333333333416,0.15254340927728133,0.5,1
viewed touch,R_28OpeuVvAZfRxx9,Control,,0.5,0.005833333333333357,0.19686220294706497,0.16666666666666666,0.8333333333333334
viewed touch,R_Au4y6fN35wNha49,Control,,0.5454545454545454,0.0026217171717172194,0.2079657576806404,0.16666666666666666,0.9090909090909091
viewed touch,R_7977Ih6yT3QaETL,ASD,,0.6666666666666666,0.008000000000000007,0.19586539291316862,0.3333333333333333,1
viewed touch,R_2sSxvyyxlKyW2sM,ASD,,0.8,-0.018112121212121246,0.15031998011056233,0.5,1
viewed touch,R_2e5zkwDswRyVhfS,Control,,0.6666666666666666,-0.0034999999999999476,0.18899183145522785,0.3333333333333333,1
viewed touch,R_0wD8SReVLQ58BJD,Control,,0.5454545454545454,-0.008826262626262626,0.19935169541812686,0.16666666666666666,0.9090909090909091
viewed touch,R_3sglr160uXp6Y4O,Control,,0.5,-0.006000000000000005,0.21385030787071274,0.16666666666666666,0.8333333333333334
viewed touch,R_2VEWR99Yc4DLKja,ASD,,0.5,0.00216666666666665,0.20414668822873225,0.16666666666666666,0.8333333333333334
viewed touch,R_2SfqZhHs3bZqQUs,Control,,0.7272727272727272,0.0011313131313132052,0.17947424351818556,0.3636363636363636,1
viewed touch,R_2QAIdADZpftuTSQ,Control,,0.6,-0.011823015873015819,0.20310552208178556,0.2,0.9090909090909091
viewed touch,R_3NPXiScGvRygq07,Control,,0.6666666666666666,0.006333333333333413,0.1926346492926652,0.3333333333333333,1
viewed touch,R_R34zgNP0TlelQu5,Control,,0.7272727272727272,-0.02055959595959589,0.17953169307077482,0.3333333333333333,1
viewed touch,R_2QQicbswK20VFgy,ASD,,0.6666666666666666,0.007000000000000006,0.1931881336633326,0.3333333333333333,1
viewed touch,R_3pirmIUSrsydYng,Control,,0.3333333333333333,-0.005166666666666653,0.18998087172268002,0,0.6666666666666666
viewed touch,R_32WaPJUmL0nFSLK,ASD,,0.6666666666666666,-4.999999999999449e-4,0.1926660414729856,0.3333333333333333,1
viewed touch,R_22x0EVAx1CCS8se,ASD,,0.6666666666666666,0.004666666666666708,0.19006698501350902,0.3333333333333333,1
viewed touch,R_1QGYqTgeSBrD04k,ASD,,0.5,0.0013333333333332975,0.19842108376389236,0.16666666666666666,0.8333333333333334
